"text","text_en","cmp_code","eu_code"
"Arts.",NA,NA,NA
"Thirty million people enjoy arts activities each year.",NA,"000",NA
"The arts are crucial to national life, with a huge importance for the creative and tourist industries.",NA,"000",NA
"Yet the Conservatives introduced charges for our national museums and galleries, cut the arts budget, and reduced support for arts education.",NA,"305",NA
"Since 1997 that has changed.",NA,"305",NA
"National museums are already free for children and pensioners.",NA,"502",NA
"Labour is committed to reform the VAT system to ensure they will be made free for everyone from December.",NA,"502",NA
"By 2004, arts funding will be 60 per cent above its 1997 level in real terms.",NA,"502",NA
"An extra £25 million a year will go to regional theatre, increasing the number and quality of productions for audiences in England.",NA,"502",NA
"We have invested in our orchestras, and put an extra £10 million a year into developing our regional museums and galleries.",NA,"502",NA
"We have maintained our commitment to the nation’s heritage and to its historic buildings, and we will continue our drive to put architectural quality at the heart of the design of new public buildings.",NA,"502",NA
"Education is the bedrock of an artistic society.",NA,"506",NA
"We are once again giving children the opportunity to learn music, and we will ensure the opportunity is available to all.",NA,"506",NA
"New creative partnerships – linking schools with artists and arts organisations particularly in disadvantaged areas – will offer children the chance to develop artistic and creative talents.",NA,"506",NA
"We will build on the pilot projects.",NA,"506",NA
"We have made the largest-ever investment in computerising libraries; all will be on-line by 2002, with guaranteed standards to meet users’ needs.",NA,"502",NA
"From 2002, Culture On-line will offer children and adults alike tailored access to our national collections and cultural activity over the internet.",NA,"502",NA
"We will create new specialist arts schools and city academies to offer specialist education to the most talented young people.",NA,"506",NA
"Public money devoted to the arts should be spent on excellent art, not bureaucracy.",NA,"502",NA
"The Arts Council is undergoing substantial reform – creating a simpler structure which gives more power to the regions, cuts bureaucratic costs further, and which can deliver a better service to individual artists and arts organisations.",NA,"502",NA
"We will ensure that our arts funding system backs excellence, giving artists and arts organisations the long-term stability they need to become world leaders.",NA,"502",NA
"Creative industries.",NA,NA,NA
"The creative industries are a vital engine of our economy, providing jobs for over one million people.",NA,"000",NA
"The National Endowment for Science, Technology and the Arts (NESTA) has been set up to back our most talented young people.",NA,"000",NA
"Creative entrepreneurs need seed funding, cheap accommodation near other similar companies, and advice on how to develop their talent into a business.",NA,"411",NA
"To meet those needs, we now plan to provide start-up advice, services and funding for new businesses.",NA,"411",NA
"Venture capital will be available through RDAs, and a creative industries champion will be appointed in every Business Link.",NA,"411",NA
"Lottery.",NA,NA,NA
"Under the Conservatives, many communities missed out on their fair share of lottery money.",NA,"305",NA
"The number of grants to community groups has trebled with Labour.",NA,"305",NA
"Yet there are still communities which have received a disproportionately small share of lottery funding.",NA,"503",NA
"We will ensure a fairer deal for them.",NA,"503",NA
"Labour has reshaped the lottery to match people’s priorities.",NA,"305",NA
"Money goes for revenue as well as capital.",NA,"408",NA
"The New Opportunities Fund (NOF) directs help to education, health and the environment – after-school clubs, vital cancerbeating equipment, local green spaces.",NA,"504",NA
"We backed going ahead with the Dome as an opportunity to showcase British talent and give people a good day out in millennium year.",NA,"305",NA
"Despite being enjoyed by more than six million visitors, the Dome did not fulfil expectations and we have learned the lessons, good and bad, from it.",NA,"305",NA
"But the development of the Dome has been the catalyst for unlocking the value of the North Greenwich peninsula and regenerating local communities.",NA,"503",NA
"We need a revolution in the status, standards and focus of our public services.",NA,"504",NA
"Labour is prepared to make the investment in staff and services – and we are ready to match investment with reform.",NA,"701",NA
"How Labour helps young people:",NA,NA,NA
"by raising standards and investing more in education, from nursery schools to adult learning",NA,"706",NA
"by giving the majority of young adults the opportunity to study in higher education",NA,"706",NA
"by tackling youth unemployment, with the New Deal made permanent",NA,"706",NA
"by opportunities to train as you work, through modern apprenticeships and the right to time off to study",NA,"411",NA
"by expanding sports facilities and schools and in the community",NA,"502",NA
"by cleaning up the environment, with support for green technologies and global action to tackle climate change",NA,"501",NA
"3. A modern welfare state",NA,NA,NA
"Our ten-year goals",NA,NA,NA
"Sustain a higher percentage of people in work than ever before, as we seek full employment in every region.",NA,"701",NA
"Child poverty halved and pensioner poverty tackled, as we extend opportunity for all children and security for all pensioners.",NA,"706",NA
"Our next steps:",NA,NA,NA
"- An ‘Employment First’ interview for everyone coming on to benefits.",NA,"701",NA
"- Expanded support for children through tax and benefit reform.",NA,"402",NA
"- Extend and increase paid maternity leave and introduce paid paternity leave.",NA,"704",NA
"- New pension credit for lower- and middle-income pensioners, and the Winter Fuel Payment retained.",NA,"706",NA
"- £900 million Neighbourhood Renewal Fund for jobs, education and crime Prevention.",NA,"605",NA
"As society changes, so the welfare state must change.",NA,"000",NA
"We have a ten-year vision for an active welfare state: to promote work for those who can, security for those who cannot, and rewards for those who save, volunteer, learn or train.",NA,"504",NA
"Since 1997, we have cut the costs of unemployment, saving £4 billion last year.",NA,"305",NA
"As a result, we have been able to spend more on tackling poverty and raising family support within a social security budget that has grown, in Labour’s first term, at the lowest rate since 1948.",NA,"305",NA
"Employment is not just the foundation of affordable welfare, it is the best anti-poverty, anti-crime and pro-family policy yet invented.",NA,"000",NA
"After years of mass unemployment, full employment is now on the agenda.",NA,"701",NA
"Our ten-year goal is to sustain a higher percentage of people in work than ever before.",NA,"701",NA
"With more than one million more people in work than in 1997, and a million vacancies in the economy, we need to extend the New Deal, not abolish it as the Conservatives propose.",NA,"305",NA
"We judge our society by how we treat the young and the old.",NA,"706",NA
"In this Parliament, over one million children have been taken out of poverty; our ten-year goal is to halve child poverty, ending it in a generation.",NA,"706",NA
"We will transform support for children to achieve it.",NA,"706",NA
"For those in retirement, security depends on partnership between state and funded provision.",NA,"706",NA
"We promise that, within two years, no pensioner need live on less than £100 per week, increased annually in line with earnings growth.",NA,"706",NA
"On top of that, we will reward pensioners who save.",NA,"706",NA
"Government cannot achieve social inclusion for people, but it can help them achieve it for themselves, by transferring power and opportunity to local communities.",NA,"301",NA
"That is our promise.",NA,"301",NA
"Full employment – Labour’s goal",NA,NA,NA
"With Labour, the welfare state helps people into work, makes work pay, supports them at work, and demands responsibilities in return.",NA,"305",NA
"Our ambition is full employment in every region – good for the economy and good for social justice.",NA,"305",NA
"The New Deal has already helped to cut longterm youth unemployment by 75 per cent – 280,000 young people have been helped into work.",NA,"305",NA
"Long-term unemployment is down by over 60 per cent.",NA,"305",NA
"The claimant count is the lowest for 25 years.",NA,"305",NA
"But too many people are still denied the opportunity to work.",NA,"701",NA
"A million people remain unemployed; 100,000 lone parents have come off income support since 1997, but our target is to raise the current 50 per cent employment rate to 70 per cent.",NA,"701",NA
"Many people with disabilities out of work say they would like to work.",NA,"705",NA
"Older people, with a wealth of talent and experience, are a resource we cannot afford to waste.",NA,"706",NA
"Labour has ended the days of low-grade job schemes.",NA,"305",NA
"The New Deal leads to real jobs, a lower benefits bill and higher tax receipts.",NA,"305",NA
"We now need to build on its success, extending it to more people across the country.",NA,"701",NA
"We also need to ensure that the barriers to work are pulled down by delivering on our obligation to tackle discrimination so that all people can make the most of their talents.",NA,"705",NA
"Making the New Deal a permanent deal",NA,NA,NA
"The benefits system we inherited was fragmented, complex and contradictory.",NA,"305",NA
"We are putting in place clear, consistent rules: those who can work should be in work or in contact with the labour market.",NA,"701",NA
"As unemployment falls, we need further reform to help people into work.",NA,"701",NA
"Labour will introduce a new principle of ‘employment first’, with rights and responsibilities balanced at every stage.",NA,"305",NA
"The contract is simple: quality opportunities for real responsibility.",NA,"701",NA
"‘Something for something’ is the foundation.",NA,"000",NA
"Labour is pledged to create a new Working Age Agency, JobCentre Plus, merging the old Employment Service and Benefits Agency, and focusing on the key skill needs of areas of the country and sectors of the economy.",NA,"504",NA
"Whoever you are, wherever you live, you will get the opportunities suited to your needs – from one office, one adviser, one system.",NA,"701",NA
"The New Deals for young people and older workers will focus on numeracy, literacy, IT skills and presentation.",NA,"411",NA
"Where people are homeless or suffer drug or mental health problems we will offer specialist support.",NA,"705",NA
"More than 140,000 adults aged over 25 have been unemployed for over 18 months.",NA,"701",NA
"Labour will deliver more intensive and flexible help, with increased responsibilities for claimants.",NA,"701",NA
"We will offer greater flexibility to personal advisers and encourage greater engagement of employers, with IT training for all New Dealers.",NA,"411",NA
"Employment Zones include funding geared to results and public-private partnership.",NA,"701",NA
"On the basis of the evidence we will consider their extension to new areas and new claimant groups.",NA,"701",NA
"We will build on the Action Teams for Jobs model, which is targeting 40 of the most severely disadvantaged areas, to tackle the employment gap for ethnic minorities, and devote £45 million to provide stepping stones into employment for the hardest to employ.",NA,"705",NA
"All lone parents will be invited to employment interviews to help them seek employment opportunities.",NA,"706",NA
"We will build on the lessons of the Choices programme, which offers help with learning, work and childcare.",NA,"706",NA
"Partners of unemployed people with children, like those without children, will also be asked to interviews to discuss their options.",NA,"706",NA
"Parents need good-quality and affordable childcare if they are to have real choice about work.",NA,"706",NA
"For the first time, Britain has a National Childcare Strategy – covering cost, provision and quality.",NA,"706",NA
"We have already created 300,000 extra childcare places.",NA,"706",NA
"By 2004 our target is to have childcare places for 1.6 million children.",NA,"706",NA
"Our vision is ambitious: safe and reliable childcare nationwide, allowing all parents to combine home and work, confident in the childcare they have chosen.",NA,"706",NA
"We will help with the costs of childcare through the Childcare Tax Credit – and will look to extend it to people looking after children with disabilities, and shift workers.",NA,"706",NA
"We will support the commitment of community and voluntary groups to build up a diverse range of childcare – from Early Excellence Centres to neighbourhood nurseries and informal care (see ‘World-class public services’).",NA,"706",NA
"Many older workers now want to continue in work full- or part-time.",NA,"706",NA
"Yet one in three people between 50 and state pension age is not working.",NA,"701",NA
"To help them we will build on the New Deal 50+.",NA,"701",NA
"To help bridge the divide between work and retirement, we will examine ways to ensure that people will be able to draw on their occupational pension and continue to work parttime for the same employer, phasing their retirement without compromising their pension.",NA,"701",NA
"We are exploring how to facilitate the transition from work to positive voluntary activity.",NA,"701",NA
"Our ambition of full employment is part of a deal: if you put in a fair day’s work, the government will ensure you are able to support yourself and your family.",NA,"701",NA
"The minimum wage is the foundation.",NA,"408",NA
"But we offer a guarantee of take-home pay too.",NA,"408",NA
"For people with families, we promise to match your effort with support through the tax system.",NA,"402",NA
"For those on low incomes without children we will create an Employment Tax Credit to boost their earnings, tackle poverty and improve work incentives.",NA,"402",NA
"People with disabilities.",NA,NA,NA
"Our ambition is to enable people with disabilities to play a full part in the community.",NA,"705",NA
"The Disability Rights Commission now ensures full civil rights for people with disabilities; we have legislated so those with special needs or disabilities have equal access to education.",NA,"705",NA
"We are now committed to extending basic rights and opportunities, as indicated in our response to the Disability Rights Taskforce.",NA,"705",NA
"We are requiring different kinds of public transport to be made accessible, and introducing concessionary bus fares for the first time, for people with disabilities.",NA,"705",NA
"The New Deal for Disabled People pioneers new ways of helping people with disabilities into jobs.",NA,"705",NA
"The opportunity to work is vital to civil rights; we are testing how best to offer help with rehabilitation and job retention.",NA,"705",NA
"We will invest an additional £40 million to help people with disabilities into work, ensure that it is worthwhile to try out a job and stay in work if they have high care costs, and improve assessment for equipment and services as people move in and out of work.",NA,"705",NA
"We will not use disability benefits to disguise unemployment – the Tory approach in the 1980s.",NA,"305",NA
"The number of people getting Incapacity Benefit (IB) has fallen by 11 per cent since 1997; but too many people are written off when in fact they could, with support, work.",NA,"705",NA
"We will help break down the barriers that keep people with disabilities out of work.",NA,"705",NA
"We will continue to modernise the operation of the benefits system so that, if people can work, we help them to do so, and stop them slipping from lack of work to inability to work.",NA,"705",NA
"Around 18 million working days are lost each year due to work-related illness – at a cost of over £17 billion.",NA,"504",NA
"Many people on Industrial Injuries Benefit are helped into work by combining support with effective services, and we want to help as many of the rest as possible.",NA,"705",NA
"But if people cannot work society has a duty to provide security for them.",NA,"504",NA
"For people unable to take up paid work, we are committed to offer security.",NA,"504",NA
"We have increased support for children with parents on income support by 80 per cent in real terms since 1997.",NA,"305",NA
"There is now a minimum income guarantee of £142 per week for people with disabilities under 60.",NA,"305",NA
"Incapacity Benefit has been extended to people disabled from a young age.",NA,"305",NA
"Disability Living Allowance has been extended to three- and four-year-olds.",NA,"305",NA
"We will continue to keep the system under review.",NA,"504",NA
"Housing benefit.",NA,NA,NA
"Although the number of people claiming housing benefit is currently falling, it remains the main way in which accommodation is made affordable.",NA,"000",NA
"Our first priority has been to work with local authorities to drive up administrative standards and tackle fraud and error.",NA,"605",NA
"But we must continue to reform it.",NA,"504",NA
"So we will simplify housing benefit and its administration, distinguishing between people of working age and pensioners, reforming provision for private tenants, and examining the case for longer awards.",NA,"504",NA
"We will spread best practice in administration.",NA,"504",NA
"In the longer term, we will build on our restructuring of rents to ensure that for people of working age, housing benefit as well as the Working Families Tax Credit strengthen work incentives.",NA,"504",NA
"Children and Families",NA,NA,NA
"Strong and stable family life offers the best possible start to children.",NA,"603",NA
"And marriage provides a strong foundation for stable relationships.",NA,"603",NA
"The government supports marriage.",NA,"603",NA
"But it has to do more than that.",NA,"603",NA
"It must support families, above all families with children.",NA,"603",NA
"Our vision of the tax and benefits system for families with children is to provide help for all families; to give most help at the time families need it most; and to give more help to those families most in need.",NA,"402",NA
"The Conservatives stacked the tax system against families: over four million children lived in poverty; one in five children were growing up in households without work; the average income of households with children had fallen to 30 per cent below the level for those without children.",NA,"305",NA
"Labour has started to turn this round.",NA,"305",NA
"We have raised child benefit for the first child by over a quarter.",NA,"305",NA
"The Working Families Tax Credit has meant a tax cut averaging £31 per week for 1.1 million families.",NA,"305",NA
"In 2001-02, an average of nearly £500 above 1997-98 levels will be invested in every child in Britain.",NA,"305",NA
"Personal tax and benefit changes have made families with children an average of £1,000 a year better off.",NA,"305",NA
"We are pledged to go further – to eradicate child poverty in a generation and halve it by 2010.",NA,"706",NA
"In the next Parliament we will make major changes.",NA,"402",NA
"The Children’s Tax Credit – the family tax cut – is worth up to £520 a year for five million families, with half a million families removed from paying tax altogether.",NA,"402",NA
"It is paid until one parent earns more than £40,000 per year.",NA,"402",NA
"From 2003, the Integrated Child Credit will bring together all existing income-related payments for children, providing most help to the neediest children, building on the foundation of universal child benefit.",NA,"402",NA
"With the new system of child support, every family will receive at least £15 per week, and those most in need £50 per week – over £2,500 per year.",NA,"504",NA
"For the first time, Britain will have a seamless system of child support, whether parents are in or out of work, paid to the main carer.",NA,"504",NA
"Our aim is to make the goal of ending child poverty in Britain a political litmus test for any political party running for office.",NA,"706",NA
"The task for the next Parliament is to help another million children out of poverty.",NA,"706",NA
"Assets.",NA,NA,NA
"Our active welfare state has so far been based on work, finance and services.",NA,"305",NA
"It is now time to add a fourth pillar to the welfare state – a programme to extend to all children the advantages that come from reaching adulthood backed by a financial nest-egg.",NA,"408",NA
"Nearly a third of individuals have no financial savings or assets at all.",NA,"701",NA
"People without assets are much more likely to have lower earnings and higher unemployment, and are less likely to start a business or enter higher education.",NA,"701",NA
"The government already encourages people to save for a rainy day and save for a pension.",NA,"408",NA
"We are determined to extend the savings habit to more people.",NA,"408",NA
"But we are pledged also to use saving to promote opportunity for the next generation.",NA,"706",NA
"All newly born children will have an interestbearing Child Trust Fund set up in their name with an initial endowment from the government, with more for poorer children.",NA,"706",NA
"The endowment will be locked until the child reaches adulthood.",NA,"706",NA
"We will provide incentives for extended family and friends as well as parents to contribute to the fund.",NA,"706",NA
"All the next generation will have the backing of a real financial asset to invest in learning, buying a home or setting up a business.",NA,"706",NA
"Caring for children.",NA,NA,NA
"A safe childhood is not just about financial security.",NA,"000",NA
"It is also about care for children, especially the 58,000 children in care.",NA,"000",NA
"Society is failing these children: 70 per cent leave school without any GCSEs and too many have been abused while in care.",NA,"000",NA
"Labour supports a national children’s rights director to act as a champion for children in need and we will consult on whether to develop and extend the director’s role.",NA,"706",NA
"The Criminal Records Bureau will help stop paedophiles and others who are a danger to children from working with them.",NA,"605",NA
"From next year, all children’s homes will, for the first time, be subject to independent spot checks.",NA,"605",NA
"The level of educational attainment of children in care will be significantly increased.",NA,"506",NA
"Every child leaving care will be guaranteed access to a job, training or education.",NA,"706",NA
"For many children in care, adoption offers the best chance of success in life.",NA,"706",NA
"We will make adoption faster and fairer.",NA,"706",NA
"Children who need new families will be placed within 12 months by 2004.",NA,"706",NA
"We aim to ensure that at least 1,000 more children a year are adopted, with improved post-adoption support for parents.",NA,"706",NA
"Family-friendly working.",NA,NA,NA
"For the majority of parents, time is precious.",NA,"000",NA
"Many employers offer excellent schemes for family-friendly working.",NA,"000",NA
"But we want to go further – with government funding to help parents devote more time to their children early in life.",NA,"706",NA
"We want government to promote choice because, without our help, many people are denied the choices that should be theirs.",NA,"706",NA
"A flexible labour market must work to the benefit of both employers and employees.",NA,"701",NA
"Statutory maternity leave is currently 18 weeks; we propose to increase it to six months.",NA,"504",NA
"Statutory maternity pay is paid at a flat rate of £60 a week; we propose to increase it to £100 per week, as big an increase in the next two years as in the past 40 years.",NA,"504",NA
"Fathers currently have no legal right to paid time off on the birth of a child; we propose to introduce it for two weeks, also paid at £100 per week.",NA,"504",NA
"We need to do more to help parents balance work and family.",NA,"603",NA
"Many parents, especially mothers, want to work reduced hours when they do go back to work.",NA,"603",NA
"We will work with business and employees to combine flexible working with the needs of business.",NA,"701",NA
"Child Support Agency.",NA,NA,NA
"Some families break up.",NA,"603",NA
"Government’s role is to ensure that both parents retain responsibility for the financial support of their children where they are able to do so.",NA,"603",NA
"We have always supported the principle underlying the work of the Child Support Agency (CSA), but the Conservatives bungled its introduction.",NA,"305",NA
"That is why we have already legislated to reform the CSA and these improvements will come on stream from 2002.",NA,"603",NA
"A simple system will ensure a better deal for children, that fathers pay a fair share, that mothers benefit from their doing so, and that tougher action is taken against parents who do not comply.",NA,"603",NA
"Pensions and Pensioners",NA,NA,NA
"In 1997 Labour made a clear commitment to ensure pensioners share fairly in the rising prosperity of the nation.",NA,"305",NA
"At this election, we repeat our commitment to pensioners – we honour your lifetime of work by ensuring that you share fairly in the nation’s rising prosperity, and are committed to tackling pensioner poverty.",NA,"706",NA
"We will build a secure system on the foundation of the basic state pension.",NA,"706",NA
"As a result of Labour’s policies, in this Parliament spending on pensioners will be £4.5 billion a year more in real terms than in 1997.",NA,"305",NA
"Of this, £2 billion is going to the poorest third of pensioners.",NA,"305",NA
"Our first priority was to help those on lowest incomes: we have lifted the incomes of the 1.7 million poorest pensioners by at least £800 a year, and for some couples by up to £1,400.",NA,"305",NA
"Pensioner households are on average £11 per week better off than they were in 1997; and over three million pensioner households benefit from free TV licences for those over-75s.",NA,"305",NA
"The pensioners tax allowance means six out of ten pensioners pay no tax.",NA,"305",NA
"We have halved the rate of tax they pay on savings income.",NA,"305",NA
"We have pledged to extend tax allowances further so that by 2003 no pensioner pays tax until their income reaches £127 per week.",NA,"305",NA
"We now need to go further.",NA,"305",NA
"With Labour, the basic state pension will rise by 2003 to £77 a week for a single pensioner and £123 a week for a pensioner couple.",NA,"504",NA
"We guarantee that the Minimum Income Guarantee will be uprated each year in line with earnings, throughout the next Parliament.",NA,"504",NA
"In 2003, this will mean no single pensioner will have an income below £100 per week and no pensioner couple an income below £154 per week.",NA,"706",NA
"Labour introduced the Winter Fuel Payment.",NA,"305",NA
"Its level is set each year.",NA,"000",NA
"Last winter it was raised to £200.",NA,"305",NA
"For next winter it will also be £200.",NA,"504",NA
"We will also do more to reward pensioners who have saved.",NA,"706",NA
"Pensioners who work and save will find, for the first time ever, the government rewarding their saving.",NA,"706",NA
"Pensioner couples with an income up to £200 per week and single pensioners with income up to £135 per week will be rewarded for saving – the government adding up to 60p for each £1 of savings income up to a maximum of £23.",NA,"706",NA
"In the process, we will abolish the weekly means test for pensioners, along with removing the unfair test of savings, which penalises pensioners who have modest savings and whose thrift should be recognised.",NA,"706",NA
"It is also vital to have in place long-term pension reform.",NA,"414",NA
"We support a fair balance of public and private provision.",NA,"414",NA
"Occupational and personal pensions, properly regulated, will continue to offer security for middle and high earners.",NA,"414",NA
"We will continue discussions on annuity reform to ensure tax rules do not unnecessarily restrict the development of annuity products and markets.",NA,"414",NA
"For low- to middle-income earners, stakeholder pensions cap costs, guarantee value for money, offer flexibility, and drive down fees across the board.",NA,"414",NA
"And for the lowest paid and carers, full-time parents and people with disabilities, the state second pension will top up their pension contributions to give a decent pension in retirement to 18 million people.",NA,"705",NA
"Today’s pensioners have much to give to society.",NA,"000",NA
"Labour’s NHS Plan offers £1. 4 billion of investment for older people to promote better health and support independence.",NA,"504",NA
"Pensioners also need simple, accessible services that treat them with dignity and promote independence.",NA,"706",NA
"We will build on Care Direct to provide a better integration of health, housing, benefits and social care for older people.",NA,"706",NA
"This will be an integrated ‘third age service’ to help older people and those who care for them.",NA,"706",NA
"Carers.",NA,NA,NA
"Not only are the large majority of people who require care older, but also the majority of carers are older people.",NA,"706",NA
"Labour will tackle the problems faced by people requiring care and the problems of carers themselves.",NA,"706",NA
"The national carers strategy is the first step, with information, support and care for carers: Labour will spend £500 million over the next three years providing financial support for 300,000 carers through the benefits system, and £255 million for social care services for carers.",NA,"504",NA
"More is being done for carers through income support; carers will be better able to combine work and care; and 75,000 more carers each year are now able to take a break from their caring responsibilites.",NA,"706",NA
"We are proud that, with Labour, care by qualified nurses will be made free to all, wherever it is received.",NA,"504",NA
"One hundred and fifty thousand more older people will receive rehabilitation and convalescence through growing investment in the NHS and social services that the Tories refuse to match.",NA,"504",NA
"We want to see carers given access to the cash and services appropriate to their service to their relatives and the community.",NA,"706",NA
"The Carers and Disabled Children’s Act gives carers a right to an independent assessment of their needs.",NA,"706",NA
"We will examine the development of a fund to help local authorities produce tailored care packages to back up the results of these assessments.",NA,"706",NA
"Social inclusion",NA,NA,NA
"Social exclusion, affecting around ten per cent of the population, living in fewer than 1,000 of the most deprived wards in Britain, damages lives and wrecks communities.",NA,"000",NA
"Before 1997, social exclusion was ignored.",NA,"305",NA
"Now we have a new approach – improving the quality of mainstream services, preventing people falling between the cracks, and reintegrating them into society if things go wrong.",NA,"503",NA
"We have targeted five priorities:",NA,NA,NA
"Homelessness",NA,NA,NA
"The number of people living on the streets is down by one third since 1997.",NA,"305",NA
"Labour’s target is to cut rough sleeping to two-thirds of its 1998 level by 2002.",NA,"706",NA
"Beyond then, we will maintain the drive to keep the number as low as possible.",NA,"706",NA
"Teenage pregnancy rates are falling",NA,NA,NA
"Yet Britain has the highest rates in Europe.",NA,"000",NA
"Labour’s strategy tackles the causes of teenage pregnancy, provides mothers under 18 with access to supervised housing if they cannot live at home, and ensures that, if they do have children, teenagers get access to training, education or work.",NA,"706",NA
"By 2004 we are pledged to reduce teenage pregnancy by 15 per cent.",NA,"706",NA
"Truancy and exclusion.",NA,NA,NA
"Labour has a target of reducing truancy and exclusion by a third by 2002.",NA,"605",NA
"The police are conducting truancy sweeps; parents are now subject to fines of up to £2,500; funds are being targeted towards pupils at risk.",NA,"605",NA
"16- to 18-year-olds.",NA,NA,NA
"Nearly ten per cent of 16- to 18-year-olds are not in education, training or work.",NA,"706",NA
"The new Connexions service will bridge the gap, providing a single adviser to ensure all young people receive clear advice on the transition to work.",NA,"706",NA
"Neighbourhood renewal.",NA,NA,NA
"Over the next three years Labour is pledged to back reform, with £900 million of investment in deprived neighbourhoods.",NA,"504",NA
"We want local people to lead renewal – a coalition of public, private and voluntary organisations specifying priorities, engaging local effort.",NA,"301",NA
"Local Strategic Partnerships, which we have introduced to help coordinate public service improvement, will be properly inclusive of local people, involving them in decision-making.",NA,"301",NA
"They will be backed by specific funds to engage the local community.",NA,"504",NA
"Nearly £100 million has been set aside for business start-ups, and we will create a new tax credit for community investment to create £1 billion of investment in disadvantaged areas.",NA,"402",NA
"A popular welfare state",NA,NA,NA
"Labour’s objective is to get the right benefit to the right people at the right time.",NA,"504",NA
"We want those entitled to benefits to take up their rights to claim them.",NA,"504",NA
"Fraud undermines confidence in the welfare system, so we are committed to reduce it.",NA,"605",NA
"We have been prepared to be tough – preventing fraud by tightening gateways, sharpening sanctions on fraudsters, and now with ‘two-strikes-and-you’re-out’.",NA,"605",NA
"We have saved £1 billion in fraud and error over the course of the Parliament by tightening up the way we administer income support.",NA,"605",NA
"The introduction of Automated Credit Transfer will save a further £100 million per year.",NA,"504",NA
"Labour is committed to clear targets for fraud reduction for each benefit, including a commitment to halve the rate of fraud and error in income support and Job Seeker’s Allowance by 2006, and to incorporate fraud prevention into the design of new policies on benefits and tax credits.",NA,"605",NA
"We are also committed to data sharing between government agencies and action to reduce to a minimum the number of ‘spare’ national insurance numbers that are a gateway to fraud.",NA,"605",NA
"Our welfare state is underpinned by clear values – we help you to help yourself, we invest in children, we support our pensioners, we insist that no community be written off, and we minimise fraud and error.",NA,"504",NA
"Our reforms will build a strong and inclusive society.",NA,"603",NA
"How Labour helps pensioners:",NA,NA,NA
"by boosting the basic state pension for a single pensioner to £77 each week in 2003, £123 for couples",NA,"504",NA
"by retaining the Winter Fuel Payment, and free TV licences for over-75s",NA,"504",NA
"by rewarding those who save with the Pension Credit",NA,"706",NA
"by raising the Minimum Income Guarantee to £100 each week (£154 for couples) in 2003",NA,"706",NA
"by tackling discrimination against over-50s in health care and in the workplace",NA,"706",NA
"by boosting police numbers and cutting overall crime, and crimes like burglary that affect senior citizens most",NA,"605",NA
"4. Strong and safe communities.",NA,NA,NA
"Our ten-year goals:",NA,NA,NA
"- Halve the burglary rate and double the chance of a persistent offender being caught and punished, as we modernise the criminal justice system.",NA,"605",NA
"- Reformed local government with higher-quality services, as we decentralise power.",NA,"301",NA
"Our next steps",NA,NA,NA
"- An extra 6,000 police recruits raising police numbers to their highest ever level.",NA,"605",NA
"- Double the amount of assets seized from drug traffickers and other major criminals.",NA,"605",NA
"- Increased sentences plus education and drug treatment for persistent offenders.",NA,"605",NA
"- A bill of rights for victims.",NA,"605",NA
"- New freedoms with new targets for local government.",NA,"605",NA
"We all know the sort of Britain we want to live in – a Britain where we can walk the streets safely and know our children are safe.",NA,"000",NA
"We have a ten-year vision: a new social contract where everyone has a stake based on equal rights, where they pay their dues by exercising responsibility in return, and where local communities shape their own futures.",NA,"503",NA
"Overall crime is down ten per cent in Labour Britain, recorded crime down seven per cent, and police numbers are now rising.",NA,"605",NA
"Our strategy is clear and consistent – tough on crime and tough on the causes of crime.",NA,"605",NA
"Our ten-year goal of reducing crime depends on reform of the criminal justice system at every level, from police to courts to prison – to put crime reduction centre stage.",NA,"605",NA
"And, because crime is changing, crime fighting has to change too – to tackle repeat offending, drug-related crime and organised crime.",NA,"605",NA
"We are investing to raise police numbers to their highest level ever.",NA,"605",NA
"Offenders must know they will be supervised in or out of prison until they can prove they have gone straight.",NA,"605",NA
"Safe communities reclaim their streets; then they can shape their own affairs.",NA,"000",NA
"In the 19th century, local politics was the motor for economic and social change.",NA,"000",NA
"Our purpose is simple: to create a Britain that is democratic, decentralised and diverse, with decisions always taken as close to the people as is consistent with efficiency and equity.",NA,"301",NA
"Our ten-year goal is a new settlement with local government – over finance, structures and services.",NA,"301",NA
"Responsibility from all – Winning the battle against crime",NA,NA,NA
"Recorded crime doubled under the Conservatives: burglary went up 105 per cent, car crime 110 per cent, violent crime 182 per cent.",NA,"305",NA
"The number of offenders caught, convicted and punished fell.",NA,"305",NA
"The criminal justice system, especially for young offenders, was in disarray.",NA,"305",NA
"Anti-social behaviour was unchecked.",NA,"305",NA
"And investment was falling.",NA,"305",NA
"The British Crime Survey shows crime down ten per cent in Labour’s first two and a half years, including a four per cent drop in violent crime.",NA,"305",NA
"Recorded crime is down seven per cent from 1997, domestic burglary down 28 per cent, car crime down 20 per cent.",NA,"305",NA
"Investment in crime fighting is up.",NA,"305",NA
"We have reversed the declining trend in police numbers, reformed youth justice, and supported every community to prevent crime and anti-social behaviour.",NA,"305",NA
"We have reduced by seven weeks the time from arrest to sentence for persistent young offenders, and are on track to meet our pledge to halve the time by May 2002.",NA,"305",NA
"But we are not satisfied.",NA,"305",NA
"Drug-related crime is a menace.",NA,"305",NA
"Recorded violent crime has risen, partly because more domestic and racial violence is being reported.",NA,"305",NA
"And new crimes are being committed – fraud through the internet, human trafficking.",NA,"305",NA
