"text","text_en","cmp_code","eu_code"
"We will remove government restrictions that stop councils building homes and begin the biggest council building programme for at least 30 years.",NA,"504",NA
"We will ditch the Conservatives’ ban on long-term council tenancies to give council tenants security in their homes.",NA,"504",NA
"We want more people to have a secure tenancy in a home built to high standards.",NA,"504",NA
"Labour will scrap the punitive bedroom tax, which has caused many people to be evicted from their home and their community.",NA,"504",NA
"More council homes have been sold off under the Conservatives and only one in five have been replaced, despite long housing waiting lists.",NA,"504",NA
"Labour will suspend the right-to-buy policy to protect affordable homes for local people, with councils only able to resume sales if they can prove they have a plan to replace homes sold like-for-like.",NA,"504",NA
"HOMELESSNESS",NA,"H",NA
"Homelessness is not inevitable in a country as decent and well off as ours.",NA,"504",NA
"However, since 2010 the number of people sleeping rough in shop doorways and on park benches has more than doubled.",NA,"504",NA
"This shames us all.",NA,"504",NA
"There can be no excuses – it must end.",NA,"504",NA
"Full stop.",NA,"504",NA
"More families are living in temporary accommodation, meaning 120,000 children spent last Christmas without a home to call their own.",NA,"504",NA
"This growing homelessness shames the Conservatives.",NA,"504",NA
"The spiralling rise in street homelessness results directly from decisions made by the Conservatives on pay, housing, mental health and social security.",NA,"504",NA
"Labour will set out a new national plan to end rough sleeping within the next Parliament, starting by making available 4,000 additional homes reserved for people with a history of rough sleeping.",NA,"504",NA
"We will also take action to tackle the root causes of homelessness, including safeguarding homeless hostels and other supported housing from crude Conservative cuts to housing benefit.",NA,"504",NA
"HEALTHCARE FOR ALL",NA,"H",NA
"NHS",NA,"H",NA
"In the aftermath of war and national bankruptcy, it was a Labour government that found the resources to create a National Health Service – our proudest achievement, providing universal healthcare for all on the basis of need, free at the point of use.",NA,"504",NA
"Labour will invest in our NHS, to give patients the modern, well-resourced services they need for the 21st century.",NA,"504",NA
"Labour will ensure that NHS patients get the world-class quality of care they need and that staff are able to deliver the standards that patients expect.",NA,"504",NA
"We will guarantee and uphold the standards of service to which patients are legally entitled under the NHS constitution.",NA,"504",NA
"By guaranteeing access to treatment within 18 weeks, we will take one million people off NHS waiting lists by the end of the next Parliament.",NA,"504",NA
"We will guarantee that patients can be seen in A&E within four hours.",NA,"504",NA
"By properly resourcing the NHS, Labour will stop the routine breach of safe levels of bed occupancy,",NA,"504",NA
"and we will end mixed-sex wards.",NA,"504",NA
"We will deliver the Cancer Strategy for England in full by 2020, helping 2.5 million people living with cancer.",NA,"504",NA
"And, by properly resourcing ambulance services, we will end the scandal of slowing ambulance-response times.",NA,"504",NA
"Labour will focus resources on services to provide care closer to home and deliver a truly 21 st century health system.",NA,"504",NA
"We will work towards a new model of community care that takes into account not only primary care but also social care and mental health.",NA,"504",NA
"We will increase funding to GP services to ensure patients can access the care they need.",NA,"504",NA
"And we will halt pharmacy cuts and review provision to ensure all patients have Access to pharmacy services, particularly in deprived or remote communities.",NA,"504",NA
"Labour will tackle the growing problem of rationing of services and medicines across England, taking action to address ‘postcode lotteries’ and making sure that the quality of care you receive does not depend on which part of the country you live in.",NA,"503",NA
"We will ensure all NHS patients get fast access to the most effective new drugs and treatments,",NA,"504",NA
"and insist on value-for-money agreements with pharmaceutical companies.",NA,"504",NA
"To make sure that autistic people are able to access the whole of their community and to put an end to social isolation, Labour will set the ambition to make our country autism-friendly.",NA,"503",NA
"We will ensure that everyone with a long-term condition, such as those with diabetes, will have the right to a specialised care plan, and access to condition-management education.",NA,"504",NA
"We will ensure high-quality, personalised care for people approaching the end of their life, wherever and whenever they need it.",NA,"504",NA
"Labour will ensure that NHS England completes the trial programme to provide PrEP (pre-exposure prophylaxis) as quickly as possible, and fully roll out the treatment to high-risk groups to help reduce HIV infection.",NA,"504",NA
"Labour will fund free parking in NHS England - for patients, staff and visitors – by increasing the tax on private medical insurance premiums.",NA,"504",NA
"Public health",NA,"H",NA
"For our health and care services to be sustainable in the long term, we need a renewed commitment to keeping people fit and well.",NA,"504",NA
"Labour will focus our efforts on children’s health, protecting the wellbeing of the^nation for the decades to come.",NA,"504",NA
"We will take action to significantly reduce infant deaths and to ensure all families who lose a baby receive appropriate bereavement support.",NA,"504",NA
"Labour will invest in children’s health, bringing in a new government ambition for our children to be the healthiest in the world.",NA,"504",NA
"We will fight health inequalitiesto break the scandalous link between child ill-health and poverty.",NA,"503",NA
"We will introduce a new Index of Child Health to measure progress against international standards, and report annually against four key indicators: obesity, dental health, under-fives and mental health.",NA,"504",NA
"We will set up a new £250 million Children’s Health Fund to support our ambitions.",NA,"504",NA
"As part of a preventative healthcare drive, Labour will increase the number of health visitors and school nurses.",NA,"504",NA
"We will publish a new childhood obesity strategy within the first 100 days, with proposals on advertising and food labelling.",NA,"504",NA
"We will make a concerted effort to address poor childhood oral health in England.",NA,"504",NA
"Labour will implement the Soft Drinks Industry Levy, commonly known as the ‘sugar tax’.",NA,"403",NA
"We will implement a strategy for the children of alcoholics based on recommendations drawn up by independent experts.",NA,"504",NA
"Labour will implement a Tobacco Control Plan, focusing on issues of mental health and young smokers.",NA,"504",NA
"Loneliness is an increasing problem for our society, and as Jo Cox put it, “young or old, loneliness doesn’t discriminate”.",NA,"504",NA
"A Labour government will create a more equal society for the many by working with communities, civil society and business to reduce loneliness.",NA,"503",NA
"Labour will address historic publichealth injustices.",NA,"202.1",NA
"We will hold a public enquiry into contaminated blood.",NA,"202.1",NA
"We will also hold a public inquiry into medicines, including Valproate, medical devices and medical products licensing and regulation.",NA,"202.1",NA
"A Labour government would maintain our commitment to improve sexual-health services, especially HIV services which will include reducing the rates of undiagnosed and latediagnosed HIV,",NA,"504",NA
"ending the stigma of HIV in society,",NA,"503",NA
"and promoting the increased availability of testing and treatment.",NA,"504",NA
"NHS staff",NA,"H",NA
"To guarantee the best possible services for patients, Labour will invest in our health and care workforce.",NA,"504",NA
"A Labour government will step in with a long-term workforce plan for our health service that gives staff the support they need to do the best for their patients.",NA,"504",NA
"Labour will scrap the NHS pay cap,",NA,"504",NA
"put pay decisions back into the hands of the independent pay review body",NA,"202.1",NA
"and give our NHS workers the pay they deserve.",NA,"701",NA
"Labour will protect patients and legislate to ensure safe staffing levels in the NHS.",NA,"605.1",NA
"Labour’s long-term ambition is for our health system to have the best trained staff in the world, ready to deal with whatever they have to face in the years to come.",NA,"504",NA
"Labour will re-introduce bursaries and funding for health-related degrees.",NA,"504",NA
"Labour will support doctors to deliver the best care possible by investing in the training, education and development of doctors throughout their careers.",NA,"411",NA
"Labour will immediately guarantee the rights of EU staff working in our health and care services.",NA,"108",NA
"Labour will support NHS whistleblowers to make sure health service staff are able to speak up in support of the best possible standards for patients.",NA,"201.2",NA
"Labour will make it an aggravated criminal offence to attack NHS staff.",NA,"605.1",NA
"NHS funding",NA,"H",NA
"Labour will commit to over £30 billion in extra funding over the next Parliament through increasing income tax for the highest 5 per cent of earners and by increasing tax on private medical insurance,",NA,"504",NA
"and we will free up resources by halving the fees paid to management consultants.",NA,"303",NA
"Labour will boost capital funding for the NHS, to ensure that patients are cared for in buildings and using equipment that are fit for the 21 st century.",NA,"504",NA
"And we will introduce a new Office for Budget Responsibility for Health to oversee health spending and scrutinise how it is spent.",NA,"504",NA
"Labour will halt and review the NHS ‘Sustainability and Transformation Plans’, which are looking at closing health services across England,",NA,"504",NA
"and ask local people to participate in the redrawing of plans with a focus on patient need rather than available finances.",NA,"202.1",NA
"We will create a new quality, safety and excellence regulator – to be called ‘NHS Excellence’.",NA,"504",NA
"The next Labour government will reversplie privatisation of our NHS and return our health service into expert public control.",NA,"413",NA
"Labour will repeal the Health and Social Care Act that puts profits before patients, and make the NHS the preferred provider.",NA,"413",NA
"We will reinstate the powers of the Secretary of State for Health to have overall responsibility for the NHS.",NA,"504",NA
"We will introduce a new legal duty on the Secretary of State and on NHS England to ensure that excess private profits are not made out of the NHS at the expense of patient care.",NA,"504",NA
"TOWARDS A NATIONAL CARE SERVICE",NA,"H",NA
"Our social care sector is in crisis, with severe consequences for the quality of care, public finances, personal assets, pressures on unpaid carers of family and friends, and delays to discharging patients from hospitals.",NA,"504",NA
"Care services have been slowly but relentlessly privatised.",NA,"413",NA
"In recent years, one in ten people reaching the age of 65 have faced lifetime care costs of over £100,000, with some homeowners paying the entire value of their homes.",NA,"504",NA
"The Conservatives’ cuts have led to £4.6 billion lost from social care budgets, despite rising demand.",NA,"504",NA
"Around 1.2 million older people have care needs that are going unmet.",NA,"504",NA
"Care in the community has become a cover for unseen neglect.",NA,"504",NA
"In our first term, Labour will lay the foundations of a National Care Service for England.",NA,"504",NA
"Our first urgent task will be to address the immediate funding crisis.",NA,"504",NA
"We will increase the social care budgets by a further £8 billion over the lifetime of the next Parliament, including an additional £1 billion for the first year.",NA,"504",NA
"This will be enough for providers to pay a real living wage without cutting the quality of care they provide.",NA,"504",NA
"It will allow implementation of the principles of the Ethical Care Charter, already adopted in 28 council areas, ending 15-minute care visits",NA,"504",NA
"and providing care workers with paid travel time, access to training and an option to choose regular hours.",NA,"701",NA
"Labour will also increase the Carer’s Allowance for unpaid full-time carers to align the benefit with rates of the Jobseeker’s Allowance.",NA,"504",NA
"Short-term funding solutions will not address the fundamental long-term challenges of our ageing demographics, nor meet the growing demands arising from late-life illnesses.",NA,"504",NA
"The National Care Service will be built alongside the NHS, with a shared requirement for single commissioning, partnership arrangements, pooled budgets and joint working arrangements.",NA,"504",NA
"We will build capacity to move quickly towards a joined-up service that will signpost users to all the appropriate services at the gateway through which they arrive.",NA,"504",NA
"In its first years, our service will require an additional £3 billion of public funds every year,",NA,"504",NA
"enough to place a maximum limit on lifetime personal contributions to care costs,",NA,"504",NA
"raise the asset threshold below which people are entitled to state support,",NA,"504",NA
"and provide free end of life care.",NA,"504",NA
"There are different ways the necessary monies can be raised.",NA,"504",NA
"We will seek consensus on a cross-party basis about how it should be funded, with options including wealth taxes, an employer care contribution or a new social care levy.",NA,"202.1",NA
"Improving the quality of social care is a vital part of providing dignity in older age",NA,"504",NA
"and independence and support for people who are vulnerable or have a disability or a mental health condition.",NA,"504",NA
"Labour will build a new National Care Service.",NA,"504",NA
"We will also set out the funding alternatives clearly and honestly, seeking to implement change through consensus.",NA,"202.1",NA
"Providing dignity and care in old age should transcend party politics and campaign slogans.",NA,"504",NA
"MENTAL HEALTH",NA,"H",NA
"Mental ill-health is the biggest unaddressed health challenge of our age.",NA,"504",NA
"Around one in four people in the UK will experience a mental health problem each year.",NA,"504",NA
"Yet, since 2010 mental health funding has been cut, the number of mental health nurses has fallen by 6,600 and remaining mental health budgets have been raided to plug holes elsewhere in the NHS.",NA,"504",NA
"Labour will work to reverse the damage done to mental health services under this Tory government, which is particularly hitting services for LGBT and BAME communities.",NA,"504",NA
"In order to protect services, we will ring-fence mental health budgets and ensure funding reaches the frontline.",NA,"504",NA
"We will end the scandal of children being treated on adult mental health wards",NA,"504",NA
"and stop people being sent across the country, away from their support networks, to secure the treatment they need by bringing forward the ending of out-of-area placements to 2019.",NA,"504",NA
"Labour will also bring an end to the neglect of children’s mental health.",NA,"504",NA
"Half of people with mental health problems as adults present with symptoms by the age of 14.",NA,"504",NA
"Yet, across England only 8 per cent of mental health funding goes to services for children and young people.",NA,"504",NA
"In recent years, referrals to Child and Adolescent Mental Health Services have increased by two-thirds, and the number of young people presenting to A&E units with psychiatric conditions has doubled.",NA,"504",NA
"Suicide is now the most common cause of death for boys aged between five and 19.",NA,"504",NA
"Labour will invest in early intervention by increasing the proportion of mental health budgets spent on support for children and young people.",NA,"504",NA
"We will ensure that access to a counselling service is available for all children in secondary schools.",NA,"504",NA
"Giving mental health the same priority as physical health means not only ensuring access to services, but also making improvements, to those services.",NA,"504",NA
"Choice is important in a modern NHS, and patients who receive their therapy of choice have better outcomes.",NA,"504",NA
"Labour will therefore ask the National Institute for Health and Care Excellence (NICE) to evaluate the potential for increasing the range of evidencebased psychological therapies on offer.",NA,"504",NA
"SAFER COMMUNITIES",NA,"H",NA
"POLICE AND CRIME",NA,"H",NA
"Last year, there were an estimated 6.1 million incidents of crime experienced by adults in England and Wales.",NA,"605.1",NA
"Almost every police force in the country recorded an increase in crime, with worrying rises in some of the most violent offences, including gun and knife crime and homicide.",NA,"605.1",NA
"On Theresa May’s watch, police numbers have been cut by 20,000.",NA,"605.1",NA
"Cuts to the police force endanger communities and endanger police officers too.",NA,"605.1",NA
"Labour’s approach to policing crime will be different.",NA,"605.1",NA
"We will support the police in the performance of their duties.",NA,"605.1",NA
"We will provide officers, police community support officers and civilian staff with the equipment and people they need to provide effective policing services, including from the growing threat of cybercrime.",NA,"605.1",NA
"We will work with them to ensure that our communities are safer, for all of us.",NA,"605.1",NA
"We will champion community policing policies and incentivise good policing practice, working with Police and Crime Commissioners throughout the country on strategies to prevent crime.",NA,"605.1",NA
"We will also work to eliminate institutional biases against BAME communities, that mean you are still far more likely to be stopped and searched as a black or Asian man.",NA,"503",NA
"Labour will recruit 10,000 more police officers to work on community beats, equivalent to at least one more for every neighbourhood in the country.",NA,"605.1",NA
"We will ensure appropriate support is provided to victims of crime",NA,"605.1",NA
"and introduce legislation for mínimum standard entitlements to service from criminal justice agencies.",NA,"605.1",NA
"The level of violence against women and girls is not acceptable.",NA,"605.1",NA
"Labour will emphasise the safety of women and girls by appointing a commissioner to set new standards for tackling domestic and sexual violence.",NA,"605.1",NA
"We will establish a National Refuge Fund and ensure stability for rape crisis centres.",NA,"504",NA
"We will make age-appropriate sex and relationship education a compulsory part of the curriculum so young people can learn about respectful relationships.",NA,"506",NA
"We will strengthen the law, banning the use of community resolutions as a response to domestic violence.",NA,"605.1",NA
"Labour will continue to enforce effective measures to prevent all forms of abuse, including female genital mutilation.",NA,"605.1",NA
"Security and counter-terrorism",NA,"H",NA
"Labour will maintain the cross-border security co-operation agreements with our intelligence partners in Europe and beyond.",NA,"104",NA
"We will always provide our security agencies with the resources and the powers they need to protect our country and keep us all safe.",NA,"104",NA
"We will also ensure that such powers do not weaken our individual rights or civil liberties.",NA,"201.1",NA
"When – as they sometimes will – these aims collide, the exercise of investigatory powers must always be both proportionate and necessary.",NA,"201.1",NA
"We will reintroduce effective judicial oversight over how and when they are used, when the circumstances demand that our collective security outweighs an individual freedom.",NA,"202.1",NA
"Labour will review the Prevent programme with a view to assessing both its effectiveness and its potential to alienate minority communities.",NA,"607.1",NA
"In doing so, we will address the government’s failure to take any effective new measures againsta growing problem of extreme or violent radicalisation.",NA,"605.1",NA
"BORDER SECURITY",NA,"H",NA
"Border security is vital in preventing serious crimes including child abduction, people trafficking, smuggling of drugs and guns, terrorism and modern day slavery.",NA,"605.1",NA
"Contrary to the Conservative government’s rhetoric, they have not taken control of our borders or strengthened our national security.",NA,"605.1",NA
"Instead, they have suppressed the independent inspector’s reports highlighting weaknesses in our borders",NA,"605.1",NA
"and cut the Border Force by thousands of personnel.",NA,"605.1",NA
"They want to turn private sector landlords, teachers, medical staff and other public sector workers into unpaid immigration officers, forcing them to provide information to the authorities.",NA,"201.1",NA
"The Conservatives promised and failed to deliver 100 per cent exit checks at the borders.",NA,"605.1",NA
"Labour will recruit 500 more border guards to add to our safeguards and controls.",NA,"605.1",NA
"FIRE AND RESCUE SERVICES",NA,"H",NA
"Labour will halt cuts to the Fire Service.",NA,"504",NA
"The Conservatives have cut 10,000 firefighter Jobs and closed dozens of fire stations.",NA,"504",NA
"As a result, response times have got slower and lives have been put at risk.",NA,"504",NA
"Labour will recruit 3,000 new firefighters,",NA,"504",NA
"review staffing levels,",NA,"504",NA
"and consult on national minimum standards for the service.",NA,"504",NA
"We will reinstate separate governance arrangements for Fire and Police Services.",NA,"504",NA
"We will give the Fire and Rescue Services a statutory duty to coordinate and respond to floods.",NA,"504",NA
"JUSTICE",NA,"H",NA
"We all need access to the justice system to protect us from those who would deny us our rights.",NA,"201.1",NA
"Labour will set out to make Britain a fair society with liberties for all,",NA,"503",NA
"governed by the rule of law,",NA,"202.1",NA
"and in which the law is enforced equally.",NA,"503",NA
"The Conservatives threaten our Human Rights Act and may withdraw us from the European Convention of Human Rights.",NA,"201.2",NA
"Labour will retain the Human Rights Act.",NA,"201.2",NA
"Justice is all too often denied.",NA,"202.1",NA
"Too many ordinary people know this.",NA,"202.1",NA
"There are football fans, trade unionists, environmental activists and people living with disabilities whose personal experiences provide first-hand testimony.",NA,"202.1",NA
"Labour will hold public inquiries into historic injustices.",NA,"202.1",NA
"We will open inquiries into Orgreave and blacklisting.",NA,"202.1",NA
"We will release all papers relating to the Shrewsbury 24 trials and the 37 Cammell Laird shipyard workers.",NA,"202.1",NA
"Justice today has become the preserve of the rich.",NA,"503",NA
"Budget cuts mean that thousands are deprived of fair resolutions.",NA,"503",NA
"Justice is eroded by the poor decisions of privatised assessments,",NA,"504",NA
"by the withdrawal of legal aid,",NA,"504",NA
"by the removal of appeal rights,",NA,"201.2",NA
"by the delays arising from overcrowded courts and",NA,"303",NA
"by the costs of fees.",NA,"503",NA
"Eligibility for legal aid has been withdrawn across a whole range of areas.",NA,"504",NA
"This has had disturbing consequences for the delivery of justice.",NA,"202.1",NA
"Democracy is founded upon the rule of law and judicial independence.",NA,"202.1",NA
"We will also review the judicial appointments process, to ensure a judiciary that is more representative of our society.",NA,"503",NA
"Labour will immediately re-establish early advice entitlements in the Family Courts.",NA,"504",NA
"The shameful consequences of withdrawal have included a requirement for victims of domestic abuse to pay doctors for certification of their injuries.",NA,"504",NA
"Labour’s plans will remove that requirement.",NA,"504",NA
"At the same time, we will legislate to prohibit the cross examination of victims of domestic violence by their abuser in certain circumstances.",NA,"605.1",NA
"We will reintroduce funding for the preparation of judicial review cases.",NA,"504",NA
"Judicial review is an important way of holding government to account.",NA,"202.1",NA
"There are sufficient safeguards to discourage unmeritorious cases.",NA,"202.1",NA
"We will review the legal aid means tests, including the capital test for those on income-related benefits.",NA,"504",NA
"Labour will consider the reinstatement of other legal aid entitlements after receiving the final recommendations of the Access to justice Commission led by Lord Bach.",NA,"504",NA
"The justice system can be bewildering and intimidating.",NA,"202.1",NA
"There are many improvements that can be made both to the law",NA,"202.1",NA
"and to the court processes.",NA,"303",NA
"Labour will introduce a no-fault divorce procedure.",NA,"604",NA
"A Labour government will consult on establishing an environmental tribunal with simplified procedures to hear challenges to unlawful government decisions, like those made on the air quality strategy, without engaging in prohibitively expensive processes.",NA,"501",NA
"Labour will not prohibit the courts from raising monies to provide services, but we will introduce a ratio to establish the maximum difference between actual costs and charges levied.",NA,"504",NA
"Labour will continue to extend the use of technology in our court service where it enhances access to justice, timely dispute resolution and efficient administration.",NA,"303",NA
"PRISONS AND PROBATION SERVICE",NA,"H",NA
"Labour is tough on crime and tough on the causes of crime,",NA,"605.1",NA
"but we won’t make the lives of workers in the criminal justice system tougher.",NA,"605.1",NA
"Prison officers, probation officers and other workers need the resources to do their jobs safely, effectively and successfully.",NA,"605.1",NA
"Our prisons are overcrowded.",NA,"605.1",NA
"Staffing levels are too low.",NA,"605.1",NA
"The situation is dangerous and violence against prison officers is rising.",NA,"605.1",NA
"Riots and disturbances in our prisons are increasing.",NA,"605.1",NA
"Prison escapes cause distress to people living near prisons.",NA,"605.1",NA
"A Labour government will publish annual reports on prisoner-staff ratios, with a view to maintaining safety and ending overcrowding.",NA,"605.1",NA
"We will recruit 3,000 more prison officers and review the training and professional development available.",NA,"605.1",NA
"We will publish prison officer to prisoner ratios for all prisons.",NA,"605.1",NA
"Our proposal to lift the public sector pay cap will help to increase the recruitment and retention of both prison officers and probation officers.",NA,"605.1",NA
"Re-offending rates are too high.",NA,"605.2",NA
"The Conservatives talked of arehabilitation revolution, and then just gave up.",NA,"605.2",NA
"Their proposal now is to lock up more and more individuals, ignoring the evidence that our prisons are too often dumping grounds for people who need treatment more than they need punishment.",NA,"605.2",NA
"Labour will insist on personal rehabilitation plans for all prisoners.",NA,"605.2",NA
"Prison should always be a last resort – the state’s most severe sanction for serious offences.",NA,"605.2",NA
"It should never be a substitute for failing mental health services, or the withdrawal of funding from drug treatment centres.",NA,"504",NA
"We will review the provision of mental health services in prisons.",NA,"504",NA
"Under a Labour government, there will be no new private prisons and no public sector prisons will be privatised.",NA,"413",NA
"Labour’s innovative models ofyouth justice successfully turned round the lives of many young people, steering them away from crime and towards more constructive ways.",NA,"605.2",NA
"In government, we will again continue to innovate and incentivise local authorities, police forces and probation services to engage effectively with young people at risk of drifting into antisocial or criminal behaviours.",NA,"605.2",NA
"We will embed restorative justice practices across all youth offending institutions.",NA,"605.2",NA
"The part-privatisation of probation services has already failed.",NA,"413",NA
"Labour will review the role of Community Rehabilitation Companies.",NA,"413",NA
"The Conservatives bulldozed changes to the probation service through despite warnings that they had not been tested and were founded on a weak evidence base.",NA,"305.1",NA
"LEADING RICHER LIVES",NA,"H",NA
"LOCAL COMMUNITIES",NA,"H",NA
"Councils deliver vital local services to our communities, but their budgets have been slashed by Conservative cuts.",NA,"301",NA
"This has led to a deterioration of local services, from bin collection to road repair,",NA,"301",NA
"and the loss of important community assets such as libraries, youth centres and women’s refuges.",NA,"301",NA
"Labour believes in devolving power to local communities but that requires the necessary funding follows.",NA,"301",NA
"You cannot empower local government if you impoverish it.",NA,"301",NA
"A Labour government will give local government extra funding next year.",NA,"301",NA
"We will initiate a review into reforming council tax and business rates and consider new options such as a land value tax, to ensure local government has sustainable funding for the long term.",NA,"301",NA
"Labour is the party of devolution and we believe in handing back power to communities.",NA,"301",NA
"We will devolve powers over economic development, complete with the necessary funding.",NA,"301",NA
"It is through the planning system that communities can shape the kinds of high streets, homes and amenities that they want.",NA,"301",NA
"But under the Conservatives, planning has been under-resourced and disempowered, with democratic planning authorities unable to stand up to big developers.",NA,"301",NA
"As a result, planning decisions have become too influenced by narrow economic considerations, with developers’ profit taking precedence over community priorities.",NA,"301",NA
"A Labour government will properly resource and bolster planning authorities with fuller powers to put people and communities at the heart of planning.",NA,"301",NA
"We will update compulsory purchase powers to make them more effective as a tool to drive regeneration and unlock planned development.",NA,"301",NA
"Under the Conservatives, nearly £400 million has been cut from youth services and over 600 youth centres have closed.",NA,"706",NA
"Labour will end the cuts to youth services.",NA,"706",NA
"We will continue to support all training routes for social workers, including initial social work training provided within or accredited by a higher education institution.",NA,"504",NA
"We will also prevent the private sector and subsidiaries of private companies from running child protection services.",NA,"413",NA
"We will deliver earlier protection to victims of abuse by strengthening mandatory reporting, and guaranteeing allegations will be reported and action taken to make children safe.",NA,"605.1",NA
"And we will refocus social care to work with families in local communities to prevent children becoming at risk of going into care.",NA,"504",NA
"The government is currently failing to develop a strategy for the wholesale improvement of the care system that delivers for all, not just those children being considered for adoption.",NA,"504",NA
"We will promote the care and educational achievement of our most vulnerable children and increase support for children in kinship and foster care, and their families.",NA,"504",NA
"It is important that other forms of care, such as kinship care and fostering, are not marginalised, as this will not result in the step-change we need to see in outcomes for looked after children.",NA,"504",NA
"Labour will support further regulation of commercial fostering agencies,",NA,"403",NA
"as well as commissioning a review on establishing a national fostering service.",NA,"504",NA
"We will extend Staying Put arrangements to support all children and young people in residential and other forms of care until they are 21.",NA,"504",NA
"We will enshrine the European Convention on the Rights of the Child into domestic law.",NA,"201.2",NA
"Labour will fund child burial fees for bereaved parents, ensuring that they are scrapped in all council areas.",NA,"504",NA
"We recognise that some councils have already made this humane move.",NA,"504",NA
"Libraries are vital social assets, valued by communities across the country.",NA,"502",NA
"We will ensure libraries are preserved for future generations",NA,"502",NA
"and updated with wi-fi and computers to meet modern needs.",NA,"411",NA
"We will reintroduce library standards so that government can assess and guide councils in delivering the best possible service.",NA,"502",NA
"Labour will end the closure of Crown Post Office branches, which play a major role in serving their communities.",NA,"301",NA
"We will also set up a commission to establish a Post Bank, owned by the Post Office and providing a full range of banking services in every community.",NA,"301",NA
"Labour will give communities more power to shape their town centres, by strengthening powers to protect post offices, community pharmacies, high street banks, sports clubs, pubs and independent shops,",NA,"301",NA
"and promote measures to decrease high-street vaca ncies.",NA,"402",NA
"We will set up a national review of local pubs to examine the causes for their large-scale demise,",NA,"301",NA
"as well as establishing a joint taskforce that will consider future sustainability.",NA,"416.2",NA
"We will reduce the maximum stake on Fixed Odds Betting Terminals from £100 to £2.",NA,"403",NA
"Labour will also legislate to increase the delay between spins to reduce the addictive nature of the games.",NA,"403",NA
"We will give members of the Local Government Pension Scheme full trustee status to help control investments,",NA,"403",NA
"and reduce fees and charges.",NA,"412",NA
"This Conservative government has taken rural communities for granted, with chronic underinvestment in transport, broadband and public services, including the closure of local schools, post offices and libraries.",NA,"703.1",NA
"Rural infrastructure and industry has been neglected.",NA,"411",NA
"Labour will invest in broadband, housing and transport",NA,"411",NA
"to create jobs",NA,"701",NA
"and ensure that the nation’s prosperity is felt beyond our large towns and cities.",NA,"703.1",NA
"Labour’s national investment plans include coastal protections,",NA,"411",NA
"better flood management",NA,"411",NA
"and the broadband and 4G extensions that will underpin the future success of rural small businesses.",NA,"411",NA
"Rural councils deliver public services differently, and this needs to be reflected in funding allocation mechanisms.",NA,"703.1",NA
"We will consider these differences in our re-evaluation of the business rate schemes.",NA,"703.1",NA
"We will introduce a 'rural-proofing’ process so that all our laws, policies and programmes consider their impact on rural communities.",NA,"703.1",NA
"Labour will support tourism at the heart of government.",NA,"402",NA
"The tourism industry represents 9.6 per cent of UK employment, 4.9 per cent of export and 9 per cent of GDP, but its importance is too often forgotten.",NA,"408",NA
"Labour will ensure that tourism becomes a national priority again.",NA,"408",NA
"We will reinstate the cross-Whitehall ministerial group on tourism,",NA,"402",NA
"and ensure that government ministers across departments understand how their roles fit into the national tourism agenda.",NA,"408",NA
"The Conservatives have failed to provide a clear, ambitious or sustainable vision for the future of the farming, food and fishing industries.",NA,"703.1",NA
"We will expand the role of the Groceries Code Adjudicator to ensure suppliers and consumers get a fair deal.",NA,"403",NA
"We will reconfigure funds for farming and fishing to support smaller traders,",NA,"703.1",NA
"local economies,",NA,"703.1",NA
"community benefits",NA,"301",NA
"and sustainable practices.",NA,"416.2",NA
"We will allow EU workers employed across farming, fishing and food manufacturing to remain in the UK,",NA,"703.1",NA
"and reinstate the Seasonal Agricultural Workers Scheme.",NA,"703.1",NA
"We will reinstate the Agricultural Wages Board to underpin employment standards and wages.",NA,"703.1",NA
"We will make utility companies return roads to a condition no worse than when they started digging.",NA,"411",NA
"TRANSPORT",NA,"H",NA
"Labour will invest in a modern, integrated, accessible and sustainable transport system that is reliable and affordable.",NA,"411",NA
"Our transport systems illustrate the abject failure of Tory policies:",NA,"305.1",NA
"relentless deregulation,",NA,"403",NA
"privatisation",NA,"413",NA
"and fragmentation.",NA,"606.1",NA
"They say we get choice and efficiency but the reality of their transport privatisations has been that services are less reliable,",NA,"413",NA
"safety is compromised,",NA,"403",NA
"fares have risen,",NA,"412",NA
"ticketing has become complicated",NA,"303",NA
"and air quality has worsened.",NA,"501",NA
"On our railways, we pay some of the highest fares in Europe for increasingly unreliable and overcrowded services.",NA,"413",NA
"The beneficiaries of public funding siphoned off through transport privatisations have been the earnings of directors, dividends for shareholders and the coffers of overseas governments.",NA,"503",NA
"Labour will prioritise public service over private profit.",NA,"413",NA
"And we will start by bringing our railways back into public ownership, as franchises expire or, in other cases, with franchise reviews or break clauses.",NA,"413",NA
"We will introduce a Public Ownership of the Railways Bill to repeal the Railways Act 1993 under which the Conservatives privatised our railways.",NA,"413",NA
"In public ownership, we will deliver real improvements for passengers by capping fares,",NA,"412",NA
"introducing free wi-fi across the network,",NA,"411",NA
"ensuring safe staffing levels,",NA,"403",NA
"ending the expansion of driver only operations,",NA,"403",NA
"and introducing legal duties to improve accessibility for people with disabilities.",NA,"705",NA
"Across the country we will enable councils to provide first-class bus services by extending the powers to re-regulate local bus services to all areas that want them,",NA,"301",NA
"and we will support the creation of municipal bus companies that are publicly run for passengers not profit.",NA,"301",NA
"Under the Conservatives, bus fares have risen",NA,"403",NA
"and services have been cut.",NA,"504",NA
